observed_at,handle,candidate,party,district,match_type,ad_id,prev_status,new_status,transition_label,new_statement,reach_upper,estimated_eur_mid,first_shown,last_shown,ad_url
2026-05-28 08:05:02,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865881454595074,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-22,2026-05-23,https://library.tiktok.com/ads/detail/?ad_id=1865881454595074
2026-05-28 08:05:02,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865792342005122,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-21,2026-05-22,https://library.tiktok.com/ads/detail/?ad_id=1865792342005122
2026-05-28 08:05:02,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865784031814849,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-21,2026-05-22,https://library.tiktok.com/ads/detail/?ad_id=1865784031814849
2026-05-28 08:05:02,almalimassol,,ΑΛΜΑ,Λεμεσός,party_account,1865708077242689,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,2,2026-05-20,2026-05-22,https://library.tiktok.com/ads/detail/?ad_id=1865708077242689
2026-05-28 08:05:02,almalimassol,,ΑΛΜΑ,Λεμεσός,party_account,1864690889046562,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-09,2026-05-11,https://library.tiktok.com/ads/detail/?ad_id=1864690889046562
2026-05-28 08:05:02,almalimassol,,ΑΛΜΑ,Λεμεσός,party_account,1864689858046529,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-09,2026-05-12,https://library.tiktok.com/ads/detail/?ad_id=1864689858046529
2026-05-28 08:05:02,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865611103718401,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-19,2026-05-20,https://library.tiktok.com/ads/detail/?ad_id=1865611103718401
2026-05-28 08:05:02,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865596182607889,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-19,2026-05-20,https://library.tiktok.com/ads/detail/?ad_id=1865596182607889
2026-05-28 08:05:02,deme2023,Χατζησταύρου Δήμητρα,ΑΜΔΗ,Λεμεσός,manual_resume,1864180791534626,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-03,2026-05-04,https://library.tiktok.com/ads/detail/?ad_id=1864180791534626
2026-05-28 08:05:02,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865595919557634,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,2,2026-05-19,2026-05-20,https://library.tiktok.com/ads/detail/?ad_id=1865595919557634
