observed_at,handle,candidate,party,district,match_type,ad_id,prev_status,new_status,transition_label,new_statement,reach_upper,estimated_eur_mid,first_shown,last_shown,ad_url
2026-05-30 06:50:43,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865507945070594,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,1000,2,2026-05-18,2026-05-19,https://library.tiktok.com/ads/detail/?ad_id=1865507945070594
2026-05-30 06:50:43,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865551646315586,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-19,2026-05-19,https://library.tiktok.com/ads/detail/?ad_id=1865551646315586
2026-05-30 06:50:43,tasos2026,Αναστασίου Αναστάσιος,ΑΜΔΗ,Αμμόχωστος,manual_resume,1865559322056705,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-19,2026-05-19,https://library.tiktok.com/ads/detail/?ad_id=1865559322056705
2026-05-30 06:50:43,loizos_chrysanthou,Χρυσάνθου Λοΐζος,ΑΜΔΗ,Λευκωσία,manual_resume,1865621156597890,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-19,2026-05-19,https://library.tiktok.com/ads/detail/?ad_id=1865621156597890
2026-05-30 06:50:43,loizos_chrysanthou,Χρυσάνθου Λοΐζος,ΑΜΔΗ,Λευκωσία,manual_resume,1865546720541697,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-19,2026-05-19,https://library.tiktok.com/ads/detail/?ad_id=1865546720541697
2026-05-30 06:50:43,neolaia.lakedaimonioi,Πατριωτικό Μέτωπο Λακεδαιμόνιοι — youth wing,ΛΑΚΕΔΑΙΜΟΝΙΟΙ,,party_account,1865516186802177,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-18,2026-05-19,https://library.tiktok.com/ads/detail/?ad_id=1865516186802177
2026-05-29 08:02:21,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865470096726018,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-17,2026-05-18,https://library.tiktok.com/ads/detail/?ad_id=1865470096726018
2026-05-29 08:02:21,maria.loizou85,Λοΐζου Μαρία,ΑΜΔΗ,Λεμεσός,manual_resume,1865414485399554,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,10000,28,2026-05-17,2026-05-18,https://library.tiktok.com/ads/detail/?ad_id=1865414485399554
2026-05-29 08:02:21,loizos_chrysanthou,Χρυσάνθου Λοΐζος,ΑΜΔΗ,Λευκωσία,manual_resume,1865424579652610,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-17,2026-05-18,https://library.tiktok.com/ads/detail/?ad_id=1865424579652610
2026-05-29 08:02:21,allasoneagian,Παπαχριστοφόρου Στυλιανός,ΑΜΔΗ,Αμμόχωστος,manual_resume,1865258586876929,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-15,2026-05-18,https://library.tiktok.com/ads/detail/?ad_id=1865258586876929
2026-05-29 08:02:21,allasoneagian,Παπαχριστοφόρου Στυλιανός,ΑΜΔΗ,Αμμόχωστος,manual_resume,1865239174396929,active,inactive,REMOVED BY TIKTOK,No longer returned by API — deactivated or removed,100000,275,2026-05-15,2026-05-18,https://library.tiktok.com/ads/detail/?ad_id=1865239174396929
