URL to be reported,Category of URL,Report reason,Additional details
https://library.tiktok.com/ads/detail/?ad_id=1843994339850242,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Σαββίδης Χρύσανθος (ΔΗΚΟ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-09-22; last shown: 2025-09-23 · Advertiser handle: @chrysanthossavvidis · Detected via TikTok Research API ad_id=1843994339850242"
https://library.tiktok.com/ads/detail/?ad_id=1856732468554817,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Βραχίμη Έλενα (ΔΗΠΑ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-10; last shown: 2026-02-11 · Advertiser handle: @elena.vrahimi · Detected via TikTok Research API ad_id=1856732468554817"
https://library.tiktok.com/ads/detail/?ad_id=1856732387416514,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Βραχίμη Έλενα (ΔΗΠΑ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-10; last shown: 2026-02-11 · Advertiser handle: @elena.vrahimi · Detected via TikTok Research API ad_id=1856732387416514"
https://library.tiktok.com/ads/detail/?ad_id=1854368998790145,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Κυπριανού Άννα (ΔΗΠΑ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-01-15; last shown: 2026-01-16 · Advertiser handle: @kyprianouanna · Detected via TikTok Research API ad_id=1854368998790145"
https://library.tiktok.com/ads/detail/?ad_id=1865094669451281,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Κυπριανού Άννα (ΔΗΠΑ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-05-13; last shown: 2026-05-14 · Advertiser handle: @kyprianouanna · Detected via TikTok Research API ad_id=1865094669451281"
https://library.tiktok.com/ads/detail/?ad_id=1858454707809281,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Νικολάου Θέα (ΔΗΠΑ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-01; last shown: 2026-03-02 · Advertiser handle: @theanicolaou6 · Detected via TikTok Research API ad_id=1858454707809281"
https://library.tiktok.com/ads/detail/?ad_id=1861432695547905,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Χαπεσιάν Άρι (ΔΗΠΑ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-03; last shown: 2026-04-05 · Advertiser handle: @ari.habeshian · Detected via TikTok Research API ad_id=1861432695547905"
https://library.tiktok.com/ads/detail/?ad_id=1858501691905025,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Γεωργιάδης Δήμος (ΔΗΣΥ, Κερύνεια) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-01; last shown: 2026-03-03 · Advertiser handle: @demosg_cy · Detected via TikTok Research API ad_id=1858501691905025"
https://library.tiktok.com/ads/detail/?ad_id=1858037900403826,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ευαγγέλου Αργυρός (ΔΗΣΥ, Λάρνακα) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-24; last shown: 2026-03-03 · Advertiser handle: @argyrosevangelou · Detected via TikTok Research API ad_id=1858037900403826"
https://library.tiktok.com/ads/detail/?ad_id=1858040379951121,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ευαγγέλου Αργυρός (ΔΗΣΥ, Λάρνακα) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-24; last shown: 2026-03-03 · Advertiser handle: @argyrosevangelou · Detected via TikTok Research API ad_id=1858040379951121"
https://library.tiktok.com/ads/detail/?ad_id=1858037900403778,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ευαγγέλου Αργυρός (ΔΗΣΥ, Λάρνακα) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-24; last shown: 2026-03-03 · Advertiser handle: @argyrosevangelou · Detected via TikTok Research API ad_id=1858037900403778"
https://library.tiktok.com/ads/detail/?ad_id=1858037900403810,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ευαγγέλου Αργυρός (ΔΗΣΥ, Λάρνακα) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-24; last shown: 2026-03-03 · Advertiser handle: @argyrosevangelou · Detected via TikTok Research API ad_id=1858037900403810"
https://library.tiktok.com/ads/detail/?ad_id=1858037900402706,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ευαγγέλου Αργυρός (ΔΗΣΥ, Λάρνακα) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-24; last shown: 2026-03-03 · Advertiser handle: @argyrosevangelou · Detected via TikTok Research API ad_id=1858037900402706"
https://library.tiktok.com/ads/detail/?ad_id=1850793255396481,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-06; last shown: 2025-12-07 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1850793255396481"
https://library.tiktok.com/ads/detail/?ad_id=1851201787303937,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-11; last shown: 2025-12-12 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1851201787303937"
https://library.tiktok.com/ads/detail/?ad_id=1852785267085570,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-28; last shown: 2025-12-29 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1852785267085570"
https://library.tiktok.com/ads/detail/?ad_id=1853066998908930,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-31; last shown: 2026-01-01 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1853066998908930"
https://library.tiktok.com/ads/detail/?ad_id=1857943464472770,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-23; last shown: 2026-03-01 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1857943464472770"
https://library.tiktok.com/ads/detail/?ad_id=1859933876558849,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-17; last shown: 2026-03-27 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1859933876558849"
https://library.tiktok.com/ads/detail/?ad_id=1861633132844546,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-05; last shown: 2026-04-09 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1861633132844546"
https://library.tiktok.com/ads/detail/?ad_id=1862409421319169,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-18 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1862409421319169"
https://library.tiktok.com/ads/detail/?ad_id=1862918914382850,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Ηλιά Μάριος (ΔΗΣΥ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-19; last shown: 2026-05-13 · Advertiser handle: @marios.ilia · Detected via TikTok Research API ad_id=1862918914382850"
https://library.tiktok.com/ads/detail/?ad_id=1855452446467394,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Θεολόγου Μανωλή Άνδρεα (ΔΗΣΥ, Λάρνακα) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-01-27; last shown: 2026-01-28 · Advertiser handle: @andreamanoli7 · Detected via TikTok Research API ad_id=1855452446467394"
https://library.tiktok.com/ads/detail/?ad_id=1862099478172673,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Κουνούνης Μιχάλης (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-10; last shown: 2026-04-13 · Advertiser handle: @michalis.kounouni · Detected via TikTok Research API ad_id=1862099478172673"
https://library.tiktok.com/ads/detail/?ad_id=1855820348810369,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Λυσανδρίδης Γεώργιος (ΔΗΣΥ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-01-31; last shown: 2026-02-01 · Advertiser handle: @lysandrides · Detected via TikTok Research API ad_id=1855820348810369"
https://library.tiktok.com/ads/detail/?ad_id=1858960827530242,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Μάρκου Πάρις (ΔΗΣΥ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-07; last shown: 2026-03-09 · Advertiser handle: @parismarkou · Detected via TikTok Research API ad_id=1858960827530242"
https://library.tiktok.com/ads/detail/?ad_id=1858961307381122,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Μάρκου Πάρις (ΔΗΣΥ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-07; last shown: 2026-03-07 · Advertiser handle: @parismarkou · Detected via TikTok Research API ad_id=1858961307381122"
https://library.tiktok.com/ads/detail/?ad_id=1858961220507650,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Μάρκου Πάρις (ΔΗΣΥ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-07; last shown: 2026-03-07 · Advertiser handle: @parismarkou · Detected via TikTok Research API ad_id=1858961220507650"
https://library.tiktok.com/ads/detail/?ad_id=1865034218571778,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Μάρκου Πάρις (ΔΗΣΥ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-05-13; last shown: 2026-05-13 · Advertiser handle: @parismarkou · Detected via TikTok Research API ad_id=1865034218571778"
https://library.tiktok.com/ads/detail/?ad_id=1850779571124226,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-06; last shown: 2025-12-08 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1850779571124226"
https://library.tiktok.com/ads/detail/?ad_id=1850954632976385,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-08; last shown: 2025-12-10 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1850954632976385"
https://library.tiktok.com/ads/detail/?ad_id=1851869521677762,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-18; last shown: 2025-12-19 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1851869521677762"
https://library.tiktok.com/ads/detail/?ad_id=1852010472434690,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-20; last shown: 2025-12-22 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1852010472434690"
https://library.tiktok.com/ads/detail/?ad_id=1852137946293249,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-21; last shown: 2025-12-22 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1852137946293249"
https://library.tiktok.com/ads/detail/?ad_id=1853138836236354,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-01-01; last shown: 2026-01-02 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1853138836236354"
https://library.tiktok.com/ads/detail/?ad_id=1858844263642114,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-05; last shown: 2026-03-07 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1858844263642114"
https://library.tiktok.com/ads/detail/?ad_id=1860715635170818,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-26; last shown: 2026-03-29 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1860715635170818"
https://library.tiktok.com/ads/detail/?ad_id=1861655307529217,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-05; last shown: 2026-04-08 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1861655307529217"
https://library.tiktok.com/ads/detail/?ad_id=1861982697389057,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-09; last shown: 2026-04-12 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1861982697389057"
https://library.tiktok.com/ads/detail/?ad_id=1861968714641425,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-09; last shown: 2026-04-12 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1861968714641425"
https://library.tiktok.com/ads/detail/?ad_id=1862194979320834,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-11; last shown: 2026-04-13 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1862194979320834"
https://library.tiktok.com/ads/detail/?ad_id=1862475403249985,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-16 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1862475403249985"
https://library.tiktok.com/ads/detail/?ad_id=1862469832482833,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-14 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1862469832482833"
https://library.tiktok.com/ads/detail/?ad_id=1862654115233794,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-16; last shown: 2026-04-18 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1862654115233794"
https://library.tiktok.com/ads/detail/?ad_id=1863149161027649,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-22; last shown: 2026-04-24 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1863149161027649"
https://library.tiktok.com/ads/detail/?ad_id=1863450226325505,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-25; last shown: 2026-04-27 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1863450226325505"
https://library.tiktok.com/ads/detail/?ad_id=1863559154966721,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παζάρος Χαράλαμπος (ΔΗΣΥ, Πάφος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-26; last shown: 2026-04-26 · Advertiser handle: @charalampos.pazaros_ · Detected via TikTok Research API ad_id=1863559154966721"
https://library.tiktok.com/ads/detail/?ad_id=1852688688341249,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20251227; last shown: 20251228 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1852688688341249"
https://library.tiktok.com/ads/detail/?ad_id=1852834737325105,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20251229; last shown: 20251230 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1852834737325105"
https://library.tiktok.com/ads/detail/?ad_id=1852834737324033,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20251229; last shown: 20251230 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1852834737324033"
https://library.tiktok.com/ads/detail/?ad_id=1852834737325073,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20251229; last shown: 20251230 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1852834737325073"
https://library.tiktok.com/ads/detail/?ad_id=1852834737324049,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20251229; last shown: 20251230 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1852834737324049"
https://library.tiktok.com/ads/detail/?ad_id=1853016822858369,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20251231; last shown: 20260101 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1853016822858369"
https://library.tiktok.com/ads/detail/?ad_id=1853863242469457,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260109; last shown: 20260110 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1853863242469457"
https://library.tiktok.com/ads/detail/?ad_id=1853952303337474,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260110; last shown: 20260111 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1853952303337474"
https://library.tiktok.com/ads/detail/?ad_id=1854005022838913,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260111; last shown: 20260112 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1854005022838913"
https://library.tiktok.com/ads/detail/?ad_id=1854037520851009,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260111; last shown: 20260112 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1854037520851009"
https://library.tiktok.com/ads/detail/?ad_id=1854494668666881,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260116; last shown: 20260117 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1854494668666881"
https://library.tiktok.com/ads/detail/?ad_id=1855205257297922,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260124; last shown: 20260125 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855205257297922"
https://library.tiktok.com/ads/detail/?ad_id=1855216876295233,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260124; last shown: 20260125 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855216876295233"
https://library.tiktok.com/ads/detail/?ad_id=1855361507655681,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260126; last shown: 20260127 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855361507655681"
https://library.tiktok.com/ads/detail/?ad_id=1855665009610818,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260129; last shown: 20260130 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855665009610818"
https://library.tiktok.com/ads/detail/?ad_id=1855664795889665,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260129; last shown: 20260130 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855664795889665"
https://library.tiktok.com/ads/detail/?ad_id=1855676863191361,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260129; last shown: 20260130 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855676863191361"
https://library.tiktok.com/ads/detail/?ad_id=1855908325351426,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260201; last shown: 20260202 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855908325351426"
https://library.tiktok.com/ads/detail/?ad_id=1855994450152705,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Τσιρίδου Φωτεινή (ΔΗΣΥ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 20260202; last shown: 20260203 · Advertiser handle: @fotinitsiridou · Detected via TikTok Research API ad_id=1855994450152705"
