URL to be reported,Category of URL,Report reason,Additional details
https://library.tiktok.com/ads/detail/?ad_id=1853019319448194,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παμπόσκης Κωνσταντίνος (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-31; last shown: 2026-01-01 · Advertiser handle: @pamposkiskonstantinos · Detected via TikTok Research API ad_id=1853019319448194"
https://library.tiktok.com/ads/detail/?ad_id=1862721504901122,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παπαχαραλάμπους Ανδρέας (ΕΛΑΜ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-17; last shown: 2026-04-18 · Advertiser handle: @andreas_papacharalambous · Detected via TikTok Research API ad_id=1862721504901122"
https://library.tiktok.com/ads/detail/?ad_id=1856396012372994,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παστέλλα Μαρία (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-06; last shown: 2026-02-07 · Advertiser handle: @mariapastella1 · Detected via TikTok Research API ad_id=1856396012372994"
https://library.tiktok.com/ads/detail/?ad_id=1856738929029122,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παστέλλα Μαρία (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-10; last shown: 2026-02-11 · Advertiser handle: @mariapastella1 · Detected via TikTok Research API ad_id=1856738929029122"
https://library.tiktok.com/ads/detail/?ad_id=1861722743173121,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Παστέλλα Μαρία (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-06; last shown: 2026-04-07 · Advertiser handle: @mariapastella1 · Detected via TikTok Research API ad_id=1861722743173121"
https://library.tiktok.com/ads/detail/?ad_id=1858561874392450,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Πουλλικκάς Μάριος (ΕΛΑΜ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-02; last shown: 2026-03-03 · Advertiser handle: @poullikkas.m · Detected via TikTok Research API ad_id=1858561874392450"
https://library.tiktok.com/ads/detail/?ad_id=1858655439872002,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Πουλλικκάς Μάριος (ΕΛΑΜ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-03; last shown: 2026-03-04 · Advertiser handle: @poullikkas.m · Detected via TikTok Research API ad_id=1858655439872002"
https://library.tiktok.com/ads/detail/?ad_id=1850880298099714,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Στυλιανού Στέλιος (ΕΛΑΜ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-12-07; last shown: 2025-12-07 · Advertiser handle: @steliosstylianou78 · Detected via TikTok Research API ad_id=1850880298099714"
https://library.tiktok.com/ads/detail/?ad_id=1853115148157953,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Στυλιανού Στέλιος (ΕΛΑΜ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-01-01; last shown: 2026-01-02 · Advertiser handle: @steliosstylianou78 · Detected via TikTok Research API ad_id=1853115148157953"
https://library.tiktok.com/ads/detail/?ad_id=1853123372732609,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Στυλιανού Στέλιος (ΕΛΑΜ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-01-01; last shown: 2026-01-02 · Advertiser handle: @steliosstylianou78 · Detected via TikTok Research API ad_id=1853123372732609"
https://library.tiktok.com/ads/detail/?ad_id=1858029869079553,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Φλουρέντζου Μάριος (ΕΛΑΜ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-24; last shown: 2026-02-26 · Advertiser handle: @marios.flourentzou · Detected via TikTok Research API ad_id=1858029869079553"
https://library.tiktok.com/ads/detail/?ad_id=1860384656862274,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Φλουρέντζου Μάριος (ΕΛΑΜ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-22; last shown: 2026-03-23 · Advertiser handle: @marios.flourentzou · Detected via TikTok Research API ad_id=1860384656862274"
https://library.tiktok.com/ads/detail/?ad_id=1860719451243521,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Φλουρέντζου Μάριος (ΕΛΑΜ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-26; last shown: 2026-03-27 · Advertiser handle: @marios.flourentzou · Detected via TikTok Research API ad_id=1860719451243521"
https://library.tiktok.com/ads/detail/?ad_id=1861355735246849,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Φλουρέντζου Μάριος (ΕΛΑΜ, Αμμόχωστος) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-02; last shown: 2026-04-03 · Advertiser handle: @marios.flourentzou · Detected via TikTok Research API ad_id=1861355735246849"
https://library.tiktok.com/ads/detail/?ad_id=1850237095632897,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Χαμπούλλας Ευγένιος (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2025-11-30; last shown: 2025-12-05 · Advertiser handle: @evgenioshamboullas · Detected via TikTok Research API ad_id=1850237095632897"
https://library.tiktok.com/ads/detail/?ad_id=1858016018573313,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Χαμπούλλας Ευγένιος (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-02-24; last shown: 2026-03-01 · Advertiser handle: @evgenioshamboullas · Detected via TikTok Research API ad_id=1858016018573313"
https://library.tiktok.com/ads/detail/?ad_id=1858439645220865,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Χαμπούλλας Ευγένιος (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-01; last shown: 2026-03-03 · Advertiser handle: @evgenioshamboullas · Detected via TikTok Research API ad_id=1858439645220865"
https://library.tiktok.com/ads/detail/?ad_id=1859825568407553,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Χαμπούλλας Ευγένιος (ΕΛΑΜ, Λεμεσός) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-16; last shown: 2026-03-19 · Advertiser handle: @evgenioshamboullas · Detected via TikTok Research API ad_id=1859825568407553"
https://library.tiktok.com/ads/detail/?ad_id=1862697657429009,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Χριστοδούλου Αδριάνα (ΕΛΑΜ, Λάρνακα) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-17; last shown: 2026-04-18 · Advertiser handle: @adrianachristodoulou13 · Detected via TikTok Research API ad_id=1862697657429009"
https://library.tiktok.com/ads/detail/?ad_id=1859947805612034,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-17; last shown: 2026-03-22 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1859947805612034"
https://library.tiktok.com/ads/detail/?ad_id=1860815906016258,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-03-27; last shown: 2026-03-30 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1860815906016258"
https://library.tiktok.com/ads/detail/?ad_id=1861364075964417,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-02; last shown: 2026-04-03 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861364075964417"
https://library.tiktok.com/ads/detail/?ad_id=1861487902865730,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-03; last shown: 2026-04-06 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861487902865730"
https://library.tiktok.com/ads/detail/?ad_id=1861465431421954,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-03; last shown: 2026-04-06 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861465431421954"
https://library.tiktok.com/ads/detail/?ad_id=1861488841290113,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-03; last shown: 2026-04-05 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861488841290113"
https://library.tiktok.com/ads/detail/?ad_id=1861465536963713,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-03; last shown: 2026-04-06 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861465536963713"
https://library.tiktok.com/ads/detail/?ad_id=1861478092652546,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-03; last shown: 2026-04-04 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861478092652546"
https://library.tiktok.com/ads/detail/?ad_id=1861569900641282,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-04; last shown: 2026-04-05 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861569900641282"
https://library.tiktok.com/ads/detail/?ad_id=1861650632071170,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-05; last shown: 2026-04-09 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861650632071170"
https://library.tiktok.com/ads/detail/?ad_id=1861665231441922,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-05; last shown: 2026-04-07 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861665231441922"
https://library.tiktok.com/ads/detail/?ad_id=1861665078736897,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-05; last shown: 2026-04-07 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861665078736897"
https://library.tiktok.com/ads/detail/?ad_id=1861756426787905,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-06; last shown: 2026-04-08 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861756426787905"
https://library.tiktok.com/ads/detail/?ad_id=1861739165664257,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-06; last shown: 2026-04-07 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861739165664257"
https://library.tiktok.com/ads/detail/?ad_id=1861820223462402,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-07; last shown: 2026-04-09 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861820223462402"
https://library.tiktok.com/ads/detail/?ad_id=1861805046887425,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-07; last shown: 2026-04-08 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861805046887425"
https://library.tiktok.com/ads/detail/?ad_id=1861832813105218,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-07; last shown: 2026-04-08 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861832813105218"
https://library.tiktok.com/ads/detail/?ad_id=1861880817472578,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-08; last shown: 2026-04-09 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861880817472578"
https://library.tiktok.com/ads/detail/?ad_id=1861975166704642,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-09; last shown: 2026-04-12 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1861975166704642"
https://library.tiktok.com/ads/detail/?ad_id=1862160158486530,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-11; last shown: 2026-04-14 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862160158486530"
https://library.tiktok.com/ads/detail/?ad_id=1862264586262529,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-12; last shown: 2026-04-15 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862264586262529"
https://library.tiktok.com/ads/detail/?ad_id=1862364970210689,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-13; last shown: 2026-04-15 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862364970210689"
https://library.tiktok.com/ads/detail/?ad_id=1862464670282945,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-17 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862464670282945"
https://library.tiktok.com/ads/detail/?ad_id=1862472772751361,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-17 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862472772751361"
https://library.tiktok.com/ads/detail/?ad_id=1862444899125250,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-17 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862444899125250"
https://library.tiktok.com/ads/detail/?ad_id=1862438110036993,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-16 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862438110036993"
https://library.tiktok.com/ads/detail/?ad_id=1862473050592257,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-14; last shown: 2026-04-16 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862473050592257"
https://library.tiktok.com/ads/detail/?ad_id=1862562302026754,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-15; last shown: 2026-04-18 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862562302026754"
https://library.tiktok.com/ads/detail/?ad_id=1862532751200641,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-15; last shown: 2026-04-18 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862532751200641"
https://library.tiktok.com/ads/detail/?ad_id=1862645092721793,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-16; last shown: 2026-04-19 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862645092721793"
https://library.tiktok.com/ads/detail/?ad_id=1862835654256642,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-18; last shown: 2026-04-20 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862835654256642"
https://library.tiktok.com/ads/detail/?ad_id=1862984534464593,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-20; last shown: 2026-04-21 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862984534464593"
https://library.tiktok.com/ads/detail/?ad_id=1862980719200513,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-20; last shown: 2026-04-21 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862980719200513"
https://library.tiktok.com/ads/detail/?ad_id=1862984620640258,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-20; last shown: 2026-04-21 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1862984620640258"
https://library.tiktok.com/ads/detail/?ad_id=1863103384155138,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-21; last shown: 2026-04-26 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1863103384155138"
https://library.tiktok.com/ads/detail/?ad_id=1863059521832961,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-21; last shown: 2026-04-24 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1863059521832961"
https://library.tiktok.com/ads/detail/?ad_id=1863076648687105,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-21; last shown: 2026-04-23 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1863076648687105"
https://library.tiktok.com/ads/detail/?ad_id=1863293689668610,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-23; last shown: 2026-04-26 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1863293689668610"
https://library.tiktok.com/ads/detail/?ad_id=1863247694740481,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-23; last shown: 2026-04-25 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1863247694740481"
https://library.tiktok.com/ads/detail/?ad_id=1863337502937089,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-24; last shown: 2026-04-28 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1863337502937089"
https://library.tiktok.com/ads/detail/?ad_id=1863344002316290,Misleading information,Political advertising prohibited by TikTok policy,"Candidate: Αυγουστή Θεοδόσης (ΕΝΕΡΓΟΙ ΠΟΛΙΤΕΣ, Λευκωσία) · Cyprus 2026 parliamentary elections — paid political advertising · (TikTok prohibits political advertising globally per Community Guidelines) · Ad first shown: 2026-04-24; last shown: 2026-04-28 · Advertiser handle: @theodosisavgousti · Detected via TikTok Research API ad_id=1863344002316290"
